"periodo";"nivel_general_aperturas";"indice_icc"
"1/11/2024";"9_c@rp1973r1@_d3_5@d3r@";1256,7039961504
"1/11/2024";"10_@$c39$0r3$";1570,08724764127
"1/11/2024";"11_v1dr10$";1241,41788136254
"1/11/2024";"12_p197ur@";1064,46871550572
"1/11/2024";"13_07r0$_7r@8@j0$_y_g@$70$";1312,6347407844
"1/12/2024";"1_50v1513970_d3_713rr@$";1144,02539230172
"1/12/2024";"2_3$7ruc7ur@";1104,38601317799
"1/12/2024";"3_@|8@91|3r1@";1146,33996986568
"1/12/2024";"4_y3$3r1@";1184,44713383317
"1/12/2024";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1250,84063148667
"1/12/2024";"6_19$7@|@c109_d3_g@$";1160,30988626659
"1/12/2024";"7_19$7@|@c109_3|3c7r1c@";1015,56861931003
"1/12/2024";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";951,885043714331
"1/12/2024";"9_c@rp1973r1@_d3_5@d3r@";1269,51923707868
"1/12/2024";"10_@$c39$0r3$";1607,45155726895
"1/12/2024";"11_v1dr10$";1266,2668563411
"1/12/2024";"12_p197ur@";1070,36251670249
"1/12/2024";"13_07r0$_7r@8@j0$_y_g@$70$";1389,77395866999
"1/1/2025";"1_50v1513970_d3_713rr@$";1189,30696769898
"1/1/2025";"2_3$7ruc7ur@";1108,46664924275
"1/1/2025";"3_@|8@91|3r1@";1155,36898421574
"1/1/2025";"4_y3$3r1@";1195,83210342995
"1/1/2025";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1259,23784950505
"1/1/2025";"6_19$7@|@c109_d3_g@$";1167,11897951714
"1/1/2025";"7_19$7@|@c109_3|3c7r1c@";1019,04016003623
"1/1/2025";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";961,462788084013
"1/1/2025";"9_c@rp1973r1@_d3_5@d3r@";1283,00925217087
"1/1/2025";"10_@$c39$0r3$";1640,59805214568
"1/1/2025";"11_v1dr10$";1318,35489905682
"1/1/2025";"12_p197ur@";1077,97304362981
"1/1/2025";"13_07r0$_7r@8@j0$_y_g@$70$";1421,13077698143
"1/2/2025";"1_50v1513970_d3_713rr@$";1226,61578083664
"1/2/2025";"2_3$7ruc7ur@";1136,23945967509
"1/2/2025";"3_@|8@91|3r1@";1191,56883757282
"1/2/2025";"4_y3$3r1@";1199,5778971604
"1/2/2025";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1289,64447862654
"1/2/2025";"6_19$7@|@c109_d3_g@$";1179,73403462159
"1/2/2025";"7_19$7@|@c109_3|3c7r1c@";1021,78040311014
"1/2/2025";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";961,001561747405
"1/2/2025";"9_c@rp1973r1@_d3_5@d3r@";1301,01817625057
"1/2/2025";"10_@$c39$0r3$";1650,78877954753
"1/2/2025";"11_v1dr10$";1332,85719853457
"1/2/2025";"12_p197ur@";1080,41886945913
"1/2/2025";"13_07r0$_7r@8@j0$_y_g@$70$";1445,42974468166
"1/3/2025";"1_50v1513970_d3_713rr@$";1243,69251254139
"1/3/2025";"2_3$7ruc7ur@";1131,48135411365
"1/3/2025";"3_@|8@91|3r1@";1186,2840521791
"1/3/2025";"4_y3$3r1@";1232,56685754767
"1/3/2025";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1303,27651938042
"1/3/2025";"6_19$7@|@c109_d3_g@$";1184,19796933671
"1/3/2025";"7_19$7@|@c109_3|3c7r1c@";1050,06793991092
"1/3/2025";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";970,13121597361
"1/3/2025";"9_c@rp1973r1@_d3_5@d3r@";1323,24963363153
"1/3/2025";"10_@$c39$0r3$";1673,11808866795
"1/3/2025";"11_v1dr10$";1366,68680333619
"1/3/2025";"12_p197ur@";1089,60233544414
"1/3/2025";"13_07r0$_7r@8@j0$_y_g@$70$";1452,31649588411
